,song_title,artists,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,song_and_artist,cluster
4368,chandelier,Sia,3D4QFgYa3P9P0gjmv4eX6I,0.28600000000000003,0.784,1,-2.873,1,0.0749,0.0163,6.48e-05,0.0713,0.618,173.793,216120,Chandelier - Sia,5
4369,drunk in love (feat. jay-z),Beyoncé,5EmCpD8tUj78VW3kgaEjME,0.589,0.621,5,-6.902,0,0.0468,0.00969,0.0010400000000000001,0.18100000000000002,0.401,140.03,323480,Drunk in Love (feat. Jay-Z) - Beyoncé,4
4370,stay with me,Sam Smith,4qjDMhpqlSQABkLD9lmAxi,0.42,0.435,0,-6.437,1,0.0396,0.573,0.000113,0.11,0.165,84.088,172724,Stay With Me - Sam Smith,2
4371,team,Lorde,3G6hD9B2ZHOsgf4WfNu7X1,0.69,0.578,6,-7.436,1,0.0929,0.16699999999999998,0.0,0.305,0.41600000000000004,99.961,193059,Team - Lorde,1
4372,we are one (ole ola) [the official 2014 fifa world cup song] (feat. jennifer lopez & claudia leitte),Pitbull,4pn0G7yHNfTgRYRWca8gYA,0.595,0.9420000000000001,6,-3.605,0,0.0707,0.0043100000000000005,0.0838,0.0984,0.5489999999999999,124.98899999999999,222467,We Are One (Ole Ola) [The Official 2014 FIFA World Cup Song] (feat. Jennifer Lopez & Claudia Leitte) - Pitbull,4
4373,way back home (feat. conor maynard) - sam feldt edit,SHAUN,1ZLrDPgR7mvuTco3rQK8Pk,0.737,0.747,10,-4.8180000000000005,1,0.0323,0.26899999999999996,0.0,0.21899999999999997,0.447,105.943,192453,Way Back Home (feat. Conor Maynard) - Sam Feldt Edit - SHAUN,1
4374,big plans,Why Don't We,6Yx181fZzA0YE2EkUsYruq,0.693,0.604,11,-5.279,1,0.0427,0.0668,0.0,0.114,0.6509999999999999,75.014,179930,Big Plans - Why Don't We,1
4375,god's plan,Drake,6DCZcSspjsKoFjzjrWoCdn,0.754,0.449,7,-9.211,1,0.109,0.0332,8.290000000000001e-05,0.552,0.35700000000000004,77.169,198973,God's Plan - Drake,0
4376,idgaf,Dua Lipa,76cy1WJvNGJTj78UqeA5zr,0.836,0.544,7,-5.975,1,0.0943,0.0403,0.0,0.0824,0.51,97.02799999999999,217947,IDGAF - Dua Lipa,1
4377,no tears left to cry,Ariana Grande,2qT1uLXPVPzGgFOx4jtEuo,0.6990000000000001,0.713,9,-5.507000000000001,0,0.0594,0.04,3.11e-06,0.294,0.354,121.993,205920,no tears left to cry - Ariana Grande,4
4378,use somebody,Laura Jansen,4PwNy6Qj8bdkyRXuwNXeEO,0.512,0.275,2,-11.470999999999998,1,0.0346,0.852,0.000109,0.0984,0.10400000000000001,123.948,205440,Use Somebody - Laura Jansen,2
4379,don't leave me alone (feat. anne-marie),David Guetta,2zy9TMoZlYGuCNY4TLqG24,0.6940000000000001,0.617,4,-7.837999999999999,0,0.0469,0.177,0.0,0.11,0.496,127.928,183747,Don't Leave Me Alone (feat. Anne-Marie) - David Guetta,4
4380,all i am,Jess Glynne,6X6SdJzxyw7GzxwP2fr9WV,0.74,0.669,0,-5.199,1,0.0373,0.0445,0.0,0.184,0.536,122.007,218868,All I Am - Jess Glynne,1
4381,american dream,MKTO,75snpZbtySwtSwHJtGLa1k,0.5539999999999999,0.767,0,-5.043,1,0.0497,0.114,0.0,0.231,0.49700000000000005,122.846,225747,American Dream - MKTO,1
4382,hurt somebody,Noah Kahan,7apizLyhMRutg3ccXvr2qv,0.633,0.5589999999999999,6,-5.135,1,0.313,0.336,0.0,0.262,0.473,114.98700000000001,168640,Hurt Somebody - Noah Kahan,3
4383,god is a woman,Ariana Grande,5OCJzvD7sykQEKHH7qAC3C,0.602,0.6579999999999999,1,-5.934,1,0.0558,0.0233,5.9999999999999995e-05,0.237,0.268,145.031,197547,God is a woman - Ariana Grande,5
4384,call on me - ryan riback remix,Starley,3VbV2BIXQbb5eYVWqA8nLC,0.6759999999999999,0.841,0,-4.088,1,0.0367,0.063,0.0008119999999999999,0.19,0.711,105.009,222041,Call On Me - Ryan Riback Remix - Starley,1
4385,shape of you,Ed Sheeran,0FE9t6xYkqWXU2ahLh6D8X,0.825,0.652,1,-3.1830000000000003,0,0.0802,0.581,0.0,0.0931,0.9309999999999999,95.977,233713,Shape of You - Ed Sheeran,4
4386,girls like you (feat. cardi b) - cardi b version,Maroon 5,7fa9MBXhVfQ8P8Df9OEbD8,0.851,0.541,0,-6.825,1,0.0505,0.568,0.0,0.13,0.44799999999999995,124.959,235545,Girls Like You (feat. Cardi B) - Cardi B Version - Maroon 5,1
4387,freedom,Pharrell Williams,55Y6qJ7Njj8xpIMikjziUk,0.431,0.521,1,-7.551,0,0.0686,0.374,4.1200000000000005e-05,0.134,0.621,87.906,163293,Freedom - Pharrell Williams,4
4388,congratulations,Post Malone,6syOdAs4IK8kPWR7gDyjRw,0.629,0.8170000000000001,6,-4.261,1,0.0357,0.19899999999999998,0.0,0.317,0.466,123.087,220293,Congratulations - Post Malone,1
4389,don't wanna know,Maroon 5,0AKejOKlGdiB53QpwAeenO,0.777,0.627,7,-6.142,1,0.0792,0.35600000000000004,0.0,0.0956,0.444,100.054,214480,Don't Wanna Know - Maroon 5,1
4390,no,Meghan Trainor,0l0CvurVUrr2w3Jj1hOVFc,0.557,0.8029999999999999,1,-3.5989999999999998,0,0.213,0.0124,1.61e-06,0.737,0.657,92.134,213507,NO - Meghan Trainor,0
4391,hello,Adele,4aebBr4JAihzJQR0CiIZJv,0.47,0.431,5,-6.129,0,0.0342,0.32899999999999996,0.0,0.0854,0.289,157.98,295502,Hello - Adele,5
4392,sexual,NEIKED,5pqUc0SPA1EmhdOyD9Ou45,0.7929999999999999,0.5670000000000001,2,-7.604,1,0.0813,0.0687,0.0,0.0663,0.813,108.007,188889,Sexual - NEIKED,1
4393,photograph,Ed Sheeran,1HNkqx9Ahdgi1Ixy2xkKkL,0.614,0.379,4,-10.48,1,0.0476,0.607,0.00046399999999999995,0.0986,0.201,107.98899999999999,258987,Photograph - Ed Sheeran,2
4394,see you again (feat. charlie puth),Wiz Khalifa,66CFbqJScx6zRieGllITcs,0.6890000000000001,0.48100000000000004,10,-7.502999999999999,1,0.0815,0.369,1.03e-06,0.0649,0.28300000000000003,80.025,229526,See You Again (feat. Charlie Puth) - Wiz Khalifa,2
4395,location,Khalid,152lZdxL1OR0ZMW6KquMif,0.736,0.449,1,-11.462,0,0.425,0.33,0.000162,0.0898,0.326,80.126,219080,Location - Khalid,3
4396,attention,Charlie Puth,4iLqG9SeJSnt0cSPICSjxv,0.774,0.626,3,-4.4319999999999995,0,0.0432,0.0969,3.12e-05,0.0848,0.777,100.041,211475,Attention - Charlie Puth,4
4397,what about us,P!nk,31MkGwj0SWgZaTvEt5Hgxv,0.386,0.594,1,-6.186,1,0.0566,0.0252,3.19e-06,0.0873,0.187,113.756,271520,What About Us - P!nk,5
4398,sax,Fleur East,2lqgZDZnlXmVZgToWuoC0l,0.728,0.892,4,-5.172000000000001,1,0.126,0.0144,0.0,0.469,0.826,117.976,236440,Sax - Fleur East,0
4399,earned it (fifty shades of grey),The Weeknd,7FNFX9sTKfXqfiir5OWKmY,0.647,0.29100000000000004,2,-8.275,0,0.0363,0.408,0.0,0.0771,0.4,119.839,277680,Earned It (Fifty Shades Of Grey) - The Weeknd,2
4400,black magic,Little Mix,6rmXhRIemCTPyMYZRDN7Qg,0.7759999999999999,0.875,4,-5.535,1,0.0575,0.0343,0.0,0.314,0.8490000000000001,111.988,211786,Black Magic - Little Mix,1
4401,like i'm gonna lose you (feat. john legend),Meghan Trainor,2YlZnw2ikdb837oKMKjBkW,0.63,0.53,0,-7.2589999999999995,1,0.0434,0.4,0.0,0.177,0.41700000000000004,108.038,225053,Like I'm Gonna Lose You (feat. John Legend) - Meghan Trainor,1
4402,roar,Katy Perry,6F5c58TMEs1byxUstkzVeM,0.5539999999999999,0.772,7,-4.821000000000001,0,0.0418,0.00487,6.6e-06,0.354,0.455,179.984,223546,Roar - Katy Perry,5
4403,rock bottom,Hailee Steinfeld,2qxaR31Te4xDR2yO6LqM8z,0.611,0.706,8,-5.0360000000000005,1,0.0603,0.313,0.0,0.053,0.7240000000000001,157.968,198240,Rock Bottom - Hailee Steinfeld,1
4404,geronimo,Sheppard,19cL3SOKpwnwoKkII7U3Wh,0.705,0.78,7,-6.267,1,0.0805,0.456,0.0015199999999999999,0.115,0.457,142.028,218228,Geronimo - Sheppard,1
4405,elastic heart,Sia,6kwAbEjseqBob48jCus7Sz,0.42100000000000004,0.7909999999999999,9,-4.998,1,0.0496,0.0117,1.4800000000000002e-05,0.146,0.499,130.075,257200,Elastic Heart - Sia,5
4406,watch me (whip / nae nae),Silentó,5RIVoVdkDLEygELLCniZFr,0.821,0.759,8,-8.541,1,0.121,0.247,0.0,0.321,0.9620000000000001,140.01,185143,Watch Me (Whip / Nae Nae) - Silentó,1
4407,can't feel my face,The Weeknd,22VdIZQfgXJea34mQxlt81,0.705,0.769,9,-5.526,0,0.0425,0.113,0.0,0.105,0.583,107.949,213520,Can't Feel My Face - The Weeknd,4
4408,uptown funk (feat. bruno mars),Mark Ronson,32OlwWuMpZ6b0aN2RZOeMS,0.856,0.609,0,-7.223,1,0.0824,0.00801,8.149999999999999e-05,0.0344,0.9279999999999999,114.988,269667,Uptown Funk (feat. Bruno Mars) - Mark Ronson,1
4409,heart attack,Demi Lovato,1V6gIisPpYqgFeWbMLI0bA,0.504,0.785,8,-4.802,1,0.10400000000000001,0.0738,0.0,0.239,0.502,173.968,210840,Heart Attack - Demi Lovato,5
4410,hotline bling,Drake,0wwPcA6wtMf6HUMpIRdeP7,0.8909999999999999,0.628,2,-7.8629999999999995,1,0.0551,0.0025800000000000003,0.00018999999999999998,0.0504,0.552,134.966,267067,Hotline Bling - Drake,1
4411,monaco,MKTO,3GQnWBLRh9GiaP34RlbTbK,0.653,0.6509999999999999,11,-5.127999999999999,1,0.0276,0.0754,0.0,0.0562,0.299,99.036,227227,Monaco - MKTO,1
4412,youth,Troye Sivan,0nhBKubnVz9yFNNprBniWz,0.628,0.737,7,-4.437,1,0.040999999999999995,0.0625,0.0,0.0777,0.5920000000000001,91.507,185194,YOUTH - Troye Sivan,1
4413,warrior,Demi Lovato,7nCBOm2WiTUPAx3TeG2rZA,0.415,0.39899999999999997,9,-6.165,0,0.0423,0.868,0.0,0.114,0.196,146.485,231173,Warrior - Demi Lovato,2
4414,shy,Jai Waetford,3nivloq0Lqd2CYWHTgAlwU,0.541,0.518,7,-4.12,1,0.0451,0.272,0.0,0.0835,0.305,75.134,187640,Shy - Jai Waetford,1
4415,get stupid,Aston Merrygold ,3oEahTLa8DOXmE1N1WRYzt,0.8079999999999999,0.9540000000000001,0,-1.5759999999999998,1,0.0448,0.044000000000000004,0.00025,0.20199999999999999,0.91,120.027,199728,Get Stupid - Aston Merrygold ,1
4416,no tears left to cry,Ariana Grande,5SxkdsY1ufZzoq9iXceLw9,0.703,0.696,0,-5.482,1,0.0529,0.0375,5.65e-06,0.27399999999999997,0.366,121.969,205947,no tears left to cry - Ariana Grande,1
4417,that's my girl,Fifth Harmony,2ACOWPLUe4A4KuQ5ioD2od,0.596,0.851,5,-4.245,0,0.121,0.0358,3.19e-05,0.365,0.612,202.049,204013,That's My Girl - Fifth Harmony,5
4418,run,RONDÉ,7LD5gbIqXzYBH6PGVr4lqk,0.27899999999999997,0.49200000000000005,1,-9.255,0,0.0722,0.0259,0.0,0.0538,0.138,181.37400000000002,198813,Run - RONDÉ,5
4419,work,Rihanna,14WWzenpaEgQZlqPq2nk4v,0.725,0.534,11,-6.2379999999999995,1,0.0946,0.0752,0.0,0.0919,0.5579999999999999,91.97399999999999,219320,Work - Rihanna,1
4420,rain,The Script,2QWP8NYYplOqEFBYGCcq0S,0.6890000000000001,0.586,6,-7.61,1,0.107,0.24100000000000002,0.0,0.35600000000000004,0.611,93.02,209347,Rain - The Script,1
4421,hungry,Dotan,5Va4EmNp4g8lniR5MiR4oT,0.41600000000000004,0.39799999999999996,10,-10.981,1,0.0471,0.657,1.25e-06,0.121,0.264,69.387,209688,Hungry - Dotan,2
4422,father & friend,Alain Clark,0FaioBWYAEsxcr4lsUylqX,0.6579999999999999,0.611,10,-8.906,1,0.0271,0.52,0.0,0.0631,0.632,97.90700000000001,256200,Father & Friend - Alain Clark,1
4423,more than you know,Axwell /\ Ingrosso,3PEgB3fkiojxms35ntsTgs,0.644,0.743,5,-5.002,0,0.0355,0.034,0.0,0.257,0.544,123.074,203000,More Than You Know - Axwell /\ Ingrosso,4
4424,"feels (feat. pharrell williams, katy perry & big sean)",Calvin Harris,5bcTCxgc7xVfSaMV3RuVke,0.893,0.745,11,-3.105,0,0.0571,0.0642,0.0,0.0943,0.872,101.01799999999999,223413,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean) - Calvin Harris",4
4425,best song ever,One Direction,5T7ZFtCcOgkpjxcuaeZbw0,0.652,0.877,1,-2.986,1,0.0465,0.0227,0.0,0.0789,0.486,118.491,200107,Best Song Ever - One Direction,1
4426,kiss you,One Direction,0AkQbXGN4KG34TS7xLrM68,0.63,0.934,4,-2.559,1,0.0589,0.0186,0.0,0.324,0.905,89.992,182960,Kiss You - One Direction,1
4427,subeme la radio (feat. descemer bueno & zion & lennox),Enrique Iglesias,7nKBxz47S9SD79N086fuhn,0.688,0.8220000000000001,0,-3.304,1,0.0537,0.0642,0.0,0.24100000000000002,0.66,91.01100000000001,207680,SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox) - Enrique Iglesias,1
4428,levels,Nick Jonas,6pf9datdAtxQj4EU8UYHSx,0.43200000000000005,0.6559999999999999,5,-4.669,0,0.428,0.0488,0.0,0.256,0.66,199.24599999999998,167693,Levels - Nick Jonas,3
4429,drag me down,One Direction,2K87XMYnUMqLcX3zvtAF4G,0.73,0.703,0,-5.672000000000001,0,0.0369,0.109,0.0,0.0657,0.595,138.113,192120,Drag Me Down - One Direction,4
4430,shout out to my ex,Little Mix,0ErK6K0kYr0Ow2RkPMhmMs,0.773,0.747,5,-4.061,1,0.0885,0.0242,8.99e-06,0.109,0.8009999999999999,126.014,246240,Shout Out to My Ex - Little Mix,1
4431,me and my broken heart,Rixton,1oew3nFNY3vMacJAsvry0S,0.545,0.7829999999999999,5,-4.261,0,0.0345,0.00489,0.0,0.132,0.551,174.084,193733,Me And My Broken Heart - Rixton,4
4432,blank space,Taylor Swift,1u8c2t2Cy7UBoG4ArRcF5g,0.76,0.703,5,-5.412000000000001,1,0.054000000000000006,0.10300000000000001,0.0,0.0913,0.57,95.99700000000001,231827,Blank Space - Taylor Swift,1
4433,"flashlight - from ""pitch perfect 2"" soundtrack",Jessie J,4rkUEE5iTzG0szS8k8QzqR,0.38299999999999995,0.616,5,-7.117999999999999,1,0.0515,0.314,7.21e-06,0.11,0.48,147.625,208667,"Flashlight - From ""Pitch Perfect 2"" Soundtrack - Jessie J",5
4434,no more sad songs (feat. machine gun kelly),Little Mix,0U372D2pbraSnrTFxSYlNj,0.7090000000000001,0.778,7,-3.533,0,0.046,0.0782,8.3e-06,0.306,0.7,102.022,225200,No More Sad Songs (feat. Machine Gun Kelly) - Little Mix,4
4435,gorilla,Bruno Mars,2ih2U8ttFzCjnQ5njF3SrR,0.7170000000000001,0.544,7,-6.598,1,0.0371,0.445,5.16e-06,0.0973,0.6409999999999999,139.959,244493,Gorilla - Bruno Mars,1
4436,candyman,Christina Aguilera,5lUTzPuiloBHm1qEaJcJfF,0.6859999999999999,0.789,8,-4.713,0,0.23,0.0125,0.0147,0.142,0.72,172.976,194213,Candyman - Christina Aguilera,3
4437,middle of the night,The Vamps,74vs7PD7iG2GnWUGnb8Yuq,0.588,0.7490000000000001,11,-4.323,0,0.057999999999999996,0.0037,0.0,0.0813,0.397,130.093,174600,Middle Of The Night - The Vamps,4
4438,wolves,Selena Gomez,0tBbt8CrmxbjRP0pueQkyU,0.7240000000000001,0.804,11,-4.614,0,0.0448,0.124,0.0,0.204,0.306,124.98700000000001,197993,Wolves - Selena Gomez,4
4439,personal,HRVY,33KJ2xFYONOlIYDBg6wPx8,0.755,0.536,8,-5.605,1,0.12,0.114,0.0,0.0282,0.882,138.969,198040,Personal - HRVY,1
4440,lush life,Zara Larsson,1rIKgCH4H52lrvDcz50hS8,0.6940000000000001,0.7120000000000001,7,-3.923,0,0.046,0.132,0.0,0.21100000000000002,0.799,98.023,201122,Lush Life - Zara Larsson,4
4441,hot n cold,Katy Perry,0iGckQFyv6svOfAbAY9aWJ,0.706,0.841,7,-3.9560000000000004,1,0.0418,7.950000000000001e-05,0.0,0.0688,0.861,132.032,220227,Hot N Cold - Katy Perry,1
4442,paparazzi,Lady Gaga,02XnQdf7sipaKBBHixz3Zp,0.762,0.6920000000000001,5,-3.9730000000000003,0,0.0438,0.113,0.0,0.094,0.397,114.906,208307,Paparazzi - Lady Gaga,4
4443,you belong with me,Taylor Swift,4kgTdThcDHfuDS2kKxB7Lc,0.687,0.7709999999999999,6,-4.4239999999999995,1,0.0384,0.16399999999999998,2.46e-05,0.11199999999999999,0.445,129.964,231147,You Belong With Me - Taylor Swift,1
4444,one time,Justin Bieber,6eDApnV9Jdb1nYahOlbbUh,0.691,0.853,1,-2.528,0,0.0372,0.0631,7.13e-05,0.08199999999999999,0.762,145.999,215867,One Time - Justin Bieber,4
4445,secrets,OneRepublic,1NhPKVLsHhFUHIOZ32QnS2,0.516,0.764,2,-6.223,1,0.0366,0.0717,0.0,0.115,0.376,148.02100000000002,224693,Secrets - OneRepublic,5
4446,firework,Katy Perry,4lCv7b86sLynZbXhfScfm2,0.638,0.826,8,-4.968,1,0.0479,0.139,0.0,0.0803,0.649,124.072,227880,Firework - Katy Perry,1
4447,single ladies (put a ring on it),Beyoncé,5R9a4t5t5O0IsznsrKPVro,0.426,0.584,1,-5.292999999999999,1,0.29600000000000004,0.0383,0.0,0.188,0.272,193.437,193213,Single Ladies (Put a Ring on It) - Beyoncé,3
4448,hey ya! - radio mix / club mix,Outkast,5WQ1hIc5d2EVbRQ8qsj8Uh,0.7190000000000001,0.9670000000000001,0,-2.435,1,0.0552,0.0588,0.00024900000000000004,0.20600000000000002,0.9640000000000001,79.505,235213,Hey Ya! - Radio Mix / Club Mix - Outkast,1
4449,viva la vida,Coldplay,1mea3bSkSGXuIRvnydlB5b,0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23e-06,0.109,0.41700000000000004,138.015,242373,Viva La Vida - Coldplay,4
4450,get lucky (feat. pharrell williams & nile rodgers) - radio edit,Daft Punk,2Foc5Q5nqNiosCNqttzHof,0.794,0.8109999999999999,6,-8.966000000000001,0,0.038,0.0426,1.07e-06,0.10099999999999999,0.862,116.04700000000001,248413,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit - Daft Punk,4
4451,i'm not the only one,Sam Smith,2hYlWnPvVZtQZGWfb35HPQ,0.679,0.48700000000000004,5,-5.811,1,0.0352,0.545,3.3600000000000004e-05,0.0772,0.506,81.994,239317,I'm Not The Only One - Sam Smith,2
4452,new light,John Mayer,3bH4HzoZZFq8UpZmI2AMgV,0.828,0.6890000000000001,7,-7.877999999999999,1,0.0326,0.325,0.0384,0.0808,0.853,123.931,216015,New Light - John Mayer,1
4453,kings & queens,Ava Max,7a53HqqArd4b9NF4XAmlbI,0.637,0.69,1,-4.0569999999999995,0,0.0405,0.007859999999999999,0.0,0.124,0.457,129.857,162399,Kings & Queens - Ava Max,4
4454,party rock anthem,LMFAO,7mitXLIMCflkhZiD34uEQI,0.7509999999999999,0.736,5,-4.168,0,0.156,0.0206,0.0,0.265,0.35200000000000004,130.014,262147,Party Rock Anthem - LMFAO,4
4455,who's laughing now,Ava Max,1Pmp486RrLRkaEkE3HFHXP,0.648,0.6409999999999999,7,-5.521,1,0.0389,0.00565,3.63e-06,0.109,0.505,184.021,180348,Who's Laughing Now - Ava Max,5
4456,side to side,Ariana Grande,44ONERBHALxftQNWq6dmyd,0.65,0.736,6,-5.84,0,0.22899999999999998,0.0513,0.0,0.235,0.612,159.174,226160,Side To Side - Ariana Grande,3
4457,just a dream,Nelly,3ZdJffjzJWFimSQyxgGIxN,0.531,0.752,1,-6.1610000000000005,1,0.0305,0.0421,0.0,0.12,0.10300000000000001,89.917,237800,Just A Dream - Nelly,5
4458,renegades,X Ambassadors,0fYVliAYKHuPmECRs1pbRf,0.526,0.862,2,-6.002999999999999,1,0.0905,0.0144,0.0597,0.22899999999999998,0.528,90.052,195200,Renegades - X Ambassadors,1
4459,one last time,Ariana Grande,7xoUc6faLbCqZO6fQEYprd,0.628,0.593,8,-5.0360000000000005,1,0.0323,0.09300000000000001,1.65e-06,0.096,0.10400000000000001,125.02600000000001,197267,One Last Time - Ariana Grande,5
4460,papaoutai,Stromae,34dx8DACTJsc3rsJdaEIQw,0.7340000000000001,0.809,10,-7.263999999999999,0,0.0839,0.0266,0.0,0.0642,0.254,116.024,232147,Papaoutai - Stromae,4
4461,wake me up before you go-go,Wham!,6ZEAXknmx2mrO3KgcDNpFI,0.586,0.6509999999999999,0,-10.16,1,0.048,0.14400000000000002,0.0,0.489,0.9009999999999999,81.39699999999999,223067,Wake Me Up Before You Go-Go - Wham!,0
4462,perfect,One Direction,3NLnwwAQbbFKcEcV8hDItk,0.647,0.823,2,-5.231,1,0.0762,0.0598,0.0,0.11900000000000001,0.396,99.93299999999999,230333,Perfect - One Direction,1
4463,beauty and a beat,Justin Bieber,6QFCMUUq1T2Vf5sFUXcuQ7,0.601,0.843,0,-4.87,1,0.0593,0.000704,5.27e-05,0.0681,0.534,128.002,227987,Beauty And A Beat - Justin Bieber,1
4464,wildest dreams,Taylor Swift,3fVnlF4pGqWI9flVENcT28,0.5529999999999999,0.664,8,-7.417000000000001,1,0.0741,0.0709,0.0056,0.106,0.467,140.06,220440,Wildest Dreams - Taylor Swift,5
4465,shut up and dance,WALK THE MOON,4kbj5MwxO1bq9wjT5g9HaA,0.578,0.866,1,-3.804,1,0.0619,0.00701,0.0,0.257,0.619,128.03799999999998,199080,Shut Up and Dance - WALK THE MOON,1
4466,i lived,OneRepublic,3IQF4xCQUPicbA4hWfTxPo,0.593,0.851,9,-5.456,1,0.0446,0.0683,0.0,0.271,0.344,119.98700000000001,234547,I Lived - OneRepublic,5
4467,this ain't a love song,Scouting For Girls,4urgbN6tlGse0nFnEqOcZW,0.461,0.915,0,-3.5810000000000004,1,0.0456,0.000413,0.0,0.415,0.526,176.701,210680,This Ain't a Love Song - Scouting For Girls,5
4468,heroes (we could be),Alesso,3zU9rdflI65tK4dkkNSp77,0.503,0.748,5,-4.124,1,0.0619,0.0305,0.0,0.34299999999999997,0.35600000000000004,125.896,210013,Heroes (we could be) - Alesso,5
4469,lay all your love on me,ABBA,4euAGZTszWPrriggYK0HG9,0.6779999999999999,0.727,2,-7.843999999999999,0,0.0258,0.11699999999999999,0.00396,0.354,0.71,133.481,274467,Lay All Your Love On Me - ABBA,4
4470,she will be loved,Maroon 5,7sapKrjDij2fpDVj0GxP66,0.706,0.713,0,-5.5120000000000005,0,0.0301,0.0596,0.0,0.132,0.544,102.037,257133,She Will Be Loved - Maroon 5,4
4471,without you,The Kid LAROI,27OeeYzk6klgBh83TSvGMA,0.662,0.413,0,-7.357,1,0.0299,0.213,0.0,0.134,0.467,93.005,161385,WITHOUT YOU - The Kid LAROI,1
4472,paradise (feat. dermot kennedy),MEDUZA,6ft4hAq6yde8jPZY2i5zLr,0.632,0.595,8,-7.644,0,0.0401,0.0689,0.0,0.209,0.435,124.11399999999999,167903,Paradise (feat. Dermot Kennedy) - MEDUZA,4
4473,34+35,Ariana Grande,6Im9k8u9iIzKMrmV7BWtlF,0.83,0.585,0,-6.476,1,0.094,0.237,0.0,0.248,0.485,109.978,173711,34+35 - Ariana Grande,1
4474,prisoner (feat. dua lipa),Miley Cyrus,2Oycxb8QbPkpHTo8ZrmG0B,0.7809999999999999,0.67,3,-3.912,0,0.0452,0.0103,0.0,0.0761,0.595,127.99,169333,Prisoner (feat. Dua Lipa) - Miley Cyrus,4
4475,smile,Avril Lavigne,4bia7OWZPoswlzXCqESYrR,0.634,0.848,1,-3.843,0,0.047,0.00237,0.0,0.0681,0.647,105.055,209520,Smile - Avril Lavigne,4
4476,love not war (the tampa beat),Jason Derulo,4Lt6GXGzYsa1tgkv3nGSTm,0.738,0.85,8,-3.049,1,0.0642,0.105,0.0,0.23,0.865,98.01299999999999,192921,Love Not War (The Tampa Beat) - Jason Derulo,1
4477,levitating,Dua Lipa,39LLxExYz6ewLAcYrzQQyP,0.695,0.884,6,-2.278,0,0.0753,0.0561,0.0,0.213,0.914,103.014,203808,Levitating - Dua Lipa,4
4478,midnight sky,Miley Cyrus,4i2qxFEVVUi8yOYoxB8TCX,0.6990000000000001,0.805,4,-5.535,0,0.0345,0.00161,0.0017699999999999999,0.249,0.23199999999999998,109.976,223280,Midnight Sky - Miley Cyrus,4
4479,the way,Ariana Grande,06EL94D0TA27Ik0Ke5usbj,0.645,0.877,5,-3.208,0,0.113,0.294,0.0,0.0759,0.861,82.324,227027,The Way - Ariana Grande,4
4480,daylight,Maroon 5,1NNAI51EuoRWw1ydX1zV7S,0.6559999999999999,0.674,7,-5.473,1,0.0269,0.00242,0.0,0.255,0.369,120.001,225067,Daylight - Maroon 5,1
4481,focus,Ariana Grande,4r4V1wYecTxSAAXV11cFPD,0.672,0.8759999999999999,6,-6.0360000000000005,1,0.244,0.266,0.0,0.444,0.79,100.01799999999999,211360,Focus - Ariana Grande,3
4482,it girl,Jason Derulo,4fINc8dnfcz7AdhFYVA4i7,0.6679999999999999,0.718,1,-4.736000000000001,0,0.0605,0.0165,0.0,0.10400000000000001,0.345,91.993,192200,It Girl - Jason Derulo,4
4483,love you like a love song,Selena Gomez & The Scene,0laYHRpNTS6i8FXdupHkJ4,0.858,0.6779999999999999,1,-3.87,0,0.0469,0.0761,0.0,0.0741,0.922,117.009,188453,Love You Like A Love Song - Selena Gomez & The Scene,4
4484,i want it all,Lucas & Steve,3oSCJeOl0XjcpNcigO9vj7,0.612,0.726,1,-5.934,1,0.036000000000000004,0.0374,2e-06,0.105,0.478,119.964,191835,I Want It All - Lucas & Steve,1
4485,eenie meenie,Sean Kingston,4vVTI94F9uJ8lHNDWKv0i2,0.72,0.607,1,-4.168,1,0.0322,0.0543,0.0,0.113,0.828,121.223,201947,Eenie Meenie - Sean Kingston,1
4486,willow,Taylor Swift,3Uo7WG0vmLQ07WB4BDwy7D,0.392,0.579,7,-9.195,1,0.16399999999999998,0.835,0.00179,0.145,0.5489999999999999,80.961,214707,willow - Taylor Swift,2
4487,drivers license,Olivia Rodrigo,7lPN2DXiMsVn7XUKtOW1CS,0.585,0.436,10,-8.761000000000001,1,0.0601,0.721,1.31e-05,0.105,0.132,143.874,242014,drivers license - Olivia Rodrigo,2
4488,baby,Madison Beer,7LjEQ8GsQiUNVakV6TZI0e,0.705,0.7070000000000001,0,-5.1739999999999995,1,0.0534,0.0799,0.0,0.149,0.452,117.97399999999999,207734,Baby - Madison Beer,1
4489,my silver lining,First Aid Kit,6tCLQ3LO1V9l6qdrrwdV6q,0.479,0.725,2,-4.671,1,0.0335,0.026000000000000002,0.000129,0.209,0.43,101.93799999999999,215493,My Silver Lining - First Aid Kit,1
4490,all we got (feat. kiddo),Robin Schulz,1FP9s72rDYty6mfoOEYKnE,0.504,0.76,4,-4.246,1,0.0426,0.28600000000000003,0.0,0.151,0.64,183.933,190218,All We Got (feat. KIDDO) - Robin Schulz,5
